MUL ID|Chassis|Model|Source|Combined|Tech Base|Unit Type|Movement Type|Weight|Intro Date|Prototype|Production|Common|Extinct|Omni|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis_1|Fluff Date|Capabilities|Overview|History|Deployment|Notes|File Location|File Modified
1148|Foot Platoon (FWLM)|(SRM 3035+)|TW,TM|Foot Platoon (FWLM) (SRM 3035+)|Inner Sphere|Infantry|Foot Infantry|2.5|3030|3030-3034|3035+|-|-|false|Ambusher|93|1206492|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryHeavySRM,Free Worlds League Infantry Kit (3035+)|C/X-E-D-C|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit. Model name based on MUL name.|data/mekfiles/infantry/FWLM/Foot Platoon (FWLM) (SRM 3035+).blk|2026-06-13
-1|Jump Platoon (FWLM)|(Laser TAG 3051+)||Jump Platoon (FWLM) (Laser TAG 3051+)|Inner Sphere|Infantry|Jump Infantry|3.5|3051|-|3051+|-|-|false|Ambusher|83|9097634|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryTAG,Laser Rifle,Free Worlds League Infantry Kit (3035+)|E/X-X-E-E|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on re-introduction date of man-portable TAG weapon|data/mekfiles/infantry/FWLM/Jump Platoon (FWLM) (Laser TAG 3051+).blk|2026-06-13
-1|Field Artillery Platoon (FWLM)|(Wheeled Arrow IV 3044+)||Field Artillery Platoon (FWLM) (Wheeled Arrow IV 3044+)|Inner Sphere|Infantry|Wheeled|40.0|3044|-|3044+|-|-|false|Missile Boat|224|1964384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,ISArrowIV,Free Worlds League Infantry Kit (3035+)|E/X-F-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on re-introduction date of Arrow IV|data/mekfiles/infantry/FWLM/Field Artillery Platoon (FWLM) (Wheeled Arrow IV 3044+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled AC5 3035+)||Field Gun Platoon (FWLM) (Wheeled AC5 3035+)|Inner Sphere|Infantry|Wheeled|51.0|3030|3030-3034|3035+|-|-|false|Sniper|291|1889384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Autocannon/5,Free Worlds League Infantry Kit (3035+)|C/X-E-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled AC5 3035+).blk|2026-06-13
-1|Foot Platoon (FWLM)|(Sappers 2315+)||Foot Platoon (FWLM) (Sappers 2315+)|Inner Sphere|Infantry|Foot Infantry|3.0|2315|-|2315+|-|-|false|None|48|1364198|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,Demolition Charge|D/D-D-D-X|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on introduction date of ballistic plate armor. Ballistic plate armor chosen for damage divisor and ATOW stats and general description.|data/mekfiles/infantry/FWLM/Foot Platoon (FWLM) (Sappers 2315+).blk|2026-06-13
-1|Mechanized Hover Platoon (FWLM)|(ER Laser 3052+)||Mechanized Hover Platoon (FWLM) (ER Laser 3052+)|Inner Sphere|Infantry|Hover|20.0|3052|-|3052+|-|-|false|Scout|101|6517120|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Laser Rifle (ER [Sunbeam Starfire]),Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on Starfire ER Laser Rifle production date|data/mekfiles/infantry/FWLM/Mechanized Hover Platoon (FWLM) (ER Laser 3052+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Tracked UAC2 3057+)||Field Gun Platoon (FWLM) (Tracked UAC2 3057+)|Inner Sphere|Infantry|Tracked|60.0|3057|3057-3059|3060+|-|-|false|Sniper|277|2246781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISUltraAC2,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ultra-class autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Tracked UAC2 3057+).blk|2026-06-13
1722|Jump Platoon (FWLM)|(Rifle 2500+)|TW,TM|Jump Platoon (FWLM) (Rifle 2500+)|Inner Sphere|Infantry|Jump Infantry|4.0|2500|-|2500-3049|-|3050+|false|Ambusher|89|5142922|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,AntiMekGear,Free Worlds League Infantry Kit|D/D-D-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on common availability of anti-Mek gear. Originally created to retain some anti-Mek infantry capability from the 3030s to the 3050s, due to encumbering nature of FWL advanced infantry armor kit.|data/mekfiles/infantry/FWLM/Jump Platoon (FWLM) (Rifle 2500+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Tracked LBX20 3060+)||Field Gun Platoon (FWLM) (Tracked LBX20 3060+)|Inner Sphere|Infantry|Tracked|58.0|3060|-|3060+|-|-|false|Ambusher|460|2966781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISLBXAC20,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on common production date of LBX autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Tracked LBX20 3060+).blk|2026-06-13
-1|Foot Platoon (FWLM)|(Gauss 3060+)||Foot Platoon (FWLM) (Gauss 3060+)|Inner Sphere|Infantry|Foot Infantry|2.5|3060|-|3060+|-|-|false|Ambusher|112|1648365|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Gauss Rifle, Light (David),Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of infantry Light Gauss Rifle|data/mekfiles/infantry/FWLM/Foot Platoon (FWLM) (Gauss 3060+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled Gauss 3040+)||Field Gun Platoon (FWLM) (Wheeled Gauss 3040+)|Inner Sphere|Infantry|Wheeled|40.0|3040|-|3040+|-|-|false|Sniper|386|1814384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISGaussRifle,Free Worlds League Infantry Kit (3035+)|E/X-F-D-C|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on re-introduction date of Gauss Rifle|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled Gauss 3040+).blk|2026-06-13
-1|Field Artillery Platoon (FWLM)|(Wheeled Thumper 3035+)||Field Artillery Platoon (FWLM) (Wheeled Thumper 3035+)|Inner Sphere|Infantry|Wheeled|40.0|3030|3030-3034|3035+|-|-|false|Missile Boat|104|1701884|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,ISThumper,Free Worlds League Infantry Kit (3035+)|C/X-E-C-C|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Artillery Platoon (FWLM) (Wheeled Thumper 3035+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled UAC5 3040+)||Field Gun Platoon (FWLM) (Wheeled UAC5 3040+)|Inner Sphere|Infantry|Wheeled|44.0|3040|-|3040+|-|-|false|Sniper|303|1914384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISUltraAC5,Free Worlds League Infantry Kit (3035+)|E/X-F-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ultra-class autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled UAC5 3040+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled AC20 3035+)||Field Gun Platoon (FWLM) (Wheeled AC20 3035+)|Inner Sphere|Infantry|Wheeled|39.0|3030|3030-3034|3035+|-|-|false|Ambusher|263|1814384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Autocannon/20,Free Worlds League Infantry Kit (3035+)|C/X-E-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled AC20 3035+).blk|2026-06-13
2136|Mechanized Hover Platoon (FWLM)|(Rifle 3035+)|TW,TM|Mechanized Hover Platoon (FWLM) (Rifle 3035+)|Inner Sphere|Infantry|Hover|20.0|3030|3030-3034|3035+|-|-|false|Scout|94|1261986|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Free Worlds League Infantry Kit (3035+)|C/X-E-B-B|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit. Model name based on MUL name.|data/mekfiles/infantry/FWLM/Mechanized Hover Platoon (FWLM) (Rifle 3035+).blk|2026-06-13
-1|Mechanized Tracked Platoon (FWLM)|(ER Laser Heavy 3059+)||Mechanized Tracked Platoon (FWLM) (ER Laser Heavy 3059+)|Inner Sphere|Infantry|Tracked|28.0|3059|-|3059+|-|-|false|Ambusher|145|10120031|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Support Laser (ER, IS),Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ER IS support laser|data/mekfiles/infantry/FWLM/Mechanized Tracked Platoon (FWLM) (ER Laser Heavy 3059+).blk|2026-06-13
7124|Motorized Platoon (FWLM)|(Rifle 3035+)|TW,TM|Motorized Platoon (FWLM) (Rifle 3035+)|Inner Sphere|Infantry|Motorized Infantry|5.5|3030|3030-3034|3035+|-|-|false|Ambusher|113|883390|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Free Worlds League Infantry Kit (3035+)|C/X-E-B-B|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit. Model name based on MUL name.|data/mekfiles/infantry/FWLM/Motorized Platoon (FWLM) (Rifle 3035+).blk|2026-06-13
-1|Mechanized Tracked Platoon (FWLM)|(Sappers 2315+)||Mechanized Tracked Platoon (FWLM) (Sappers 2315+)|Inner Sphere|Infantry|Tracked|15.5|2315|-|2315+|-|-|false|None|49|4365433|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,Demolition Charge|D/D-D-D-X|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on introduction date of ballistic plate armor. Ballistic plate armor chosen for damage divisor and ATOW stats and general description.|data/mekfiles/infantry/FWLM/Mechanized Tracked Platoon (FWLM) (Sappers 2315+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Motorized AC20 3035+)||Field Gun Platoon (FWLM) (Motorized AC20 3035+)|Inner Sphere|Infantry|Motorized Infantry|35.5|3030|3030-3034|3035+|-|-|false|Ambusher|373|1483390|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Autocannon/20,Free Worlds League Infantry Kit (3035+)|C/X-E-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Motorized AC20 3035+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Motorized LAC2 3070+)||Field Gun Platoon (FWLM) (Motorized LAC2 3070+)|Inner Sphere|Infantry|Motorized Infantry|40.5|3070|-|3070+|-|-|false|Sniper|268|1583390|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Light Auto Cannon/2,Free Worlds League Infantry Kit (3035+)|D/X-X-F-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on common production date of light autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Motorized LAC2 3070+).blk|2026-06-13
-1|Motorized Platoon (FWLM)|(Laser XCT 2880+)||Motorized Platoon (FWLM) (Laser XCT 2880+)|Inner Sphere|Infantry|Motorized Infantry|5.5|2880|-|2880-2949|2950+|-|false|Ambusher|131|20341933|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Laser Rifle (Intek),Environment Suit, Hostile|D/X-D-D-C|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|The Intek Laser Rifle is the standard laser long arm of the FWLM. Intro date based on production date of Intek Laser Rifle.|data/mekfiles/infantry/FWLM/Motorized Platoon (FWLM) (Laser XCT 2880+).blk|2026-06-13
-1|Mechanized Tracked Platoon (FWLM)|(Gauss 3060+)||Mechanized Tracked Platoon (FWLM) (Gauss 3060+)|Inner Sphere|Infantry|Tracked|28.0|3060|-|3060+|-|-|false|Ambusher|130|5888302|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Gauss Rifle, Light (King David),Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of infantry Light Gauss Rifle|data/mekfiles/infantry/FWLM/Mechanized Tracked Platoon (FWLM) (Gauss 3060+).blk|2026-06-13
2141|Mechanized Tracked Platoon (FWLM)|(MG 3035+)|TW,TM|Mechanized Tracked Platoon (FWLM) (MG 3035+)|Inner Sphere|Infantry|Tracked|28.0|3030|3030-3034|3035+|-|-|false|Ambusher|115|2927920|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Machine Gun (Portable),Free Worlds League Infantry Kit (3035+)|C/X-E-B-B|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|--|data/mekfiles/infantry/FWLM/Mechanized Tracked Platoon (FWLM) (MG 3035+).blk|2026-06-13
-1|Foot Platoon (FWLM)|(Rifle AA 3056+)||Foot Platoon (FWLM) (Rifle AA 3056+)|Inner Sphere|Infantry|Foot Infantry|2.5|3056|-|3056+|-|-|false|Ambusher|100|914975|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|AA Weapon (Mk. 1, Light),Free Worlds League Infantry Kit (3035+)|D/X-X-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on re-introduction date of AA weapon|data/mekfiles/infantry/FWLM/Foot Platoon (FWLM) (Rifle AA 3056+).blk|2026-06-13
-1|Jump Platoon (FWLM)|(Gauss 3060+)||Jump Platoon (FWLM) (Gauss 3060+)|Inner Sphere|Infantry|Jump Infantry|3.5|3060|-|3060+|-|-|false|Ambusher|100|3214312|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Gauss Rifle, Light (David),Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of infantry Light Gauss Rifle|data/mekfiles/infantry/FWLM/Jump Platoon (FWLM) (Gauss 3060+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled UAC2 3057+)||Field Gun Platoon (FWLM) (Wheeled UAC2 3057+)|Inner Sphere|Infantry|Wheeled|48.0|3057|3057-3059|3060+|-|-|false|Sniper|254|1874384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISUltraAC2,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ultra-class autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled UAC2 3057+).blk|2026-06-13
-1|Motorized Platoon (FWLM)|(Combat Engineers 3035+)||Motorized Platoon (FWLM) (Combat Engineers 3035+)|Inner Sphere|Infantry|Motorized Infantry|4.5|3030|3030-3034|3035+|-|-|false|None|49|2208476|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,Vibro-Shovel,Free Worlds League Infantry Kit (3035+)|D/X-E-D-X|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Motorized Platoon (FWLM) (Combat Engineers 3035+).blk|2026-06-13
-1|Field Artillery Platoon (FWLM)|(Tracked Thumper Cannon 3079+)||Field Artillery Platoon (FWLM) (Tracked Thumper Cannon 3079+)|Inner Sphere|Infantry|Tracked|39.0|3079|-|3079+|-|-|false|Missile Boat|115|1966781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,ISThumperCannon,Free Worlds League Infantry Kit (3035+)|C/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of artillery cannons|data/mekfiles/infantry/FWLM/Field Artillery Platoon (FWLM) (Tracked Thumper Cannon 3079+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled UAC10 3057+)||Field Gun Platoon (FWLM) (Wheeled UAC10 3057+)|Inner Sphere|Infantry|Wheeled|38.0|3057|3057-3059|3060+|-|-|false|Ambusher|290|1834384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISUltraAC10,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ultra-class autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled UAC10 3057+).blk|2026-06-13
-1|Field Artillery Platoon (FWLM)|(Motorized Thumper Cannon 3079+)||Field Artillery Platoon (FWLM) (Motorized Thumper Cannon 3079+)|Inner Sphere|Infantry|Motorized Infantry|16.5|3079|-|3079+|-|-|false|Missile Boat|115|1083390|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,ISThumperCannon,Free Worlds League Infantry Kit (3035+)|C/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of artillery cannons|data/mekfiles/infantry/FWLM/Field Artillery Platoon (FWLM) (Motorized Thumper Cannon 3079+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled UAC20 3060+)||Field Gun Platoon (FWLM) (Wheeled UAC20 3060+)|Inner Sphere|Infantry|Wheeled|40.0|3060|3060|3061+|-|-|false|Ambusher|352|1994384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISUltraAC20,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ultra-class autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled UAC20 3060+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Wheeled Light Gauss 3056+)||Field Gun Platoon (FWLM) (Wheeled Light Gauss 3056+)|Inner Sphere|Infantry|Wheeled|50.0|3056|3056-3064|3065+|-|-|false|Sniper|384|2064384|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISLightGaussRifle,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based FWL production date of Light Gauss Rifle|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Wheeled Light Gauss 3056+).blk|2026-06-13
-1|Motorized Platoon (FWLM)|(Sappers 2315+)||Motorized Platoon (FWLM) (Sappers 2315+)|Inner Sphere|Infantry|Motorized Infantry|4.5|2315|-|2315+|-|-|false|None|49|2182716|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|Submachine Gun,Demolition Charge|D/D-D-D-X|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on introduction date of ballistic plate armor. Ballistic plate armor chosen for damage divisor and ATOW stats and general description.|data/mekfiles/infantry/FWLM/Motorized Platoon (FWLM) (Sappers 2315+).blk|2026-06-13
-1|Mechanized Wheeled Platoon (FWLM)|(Rifle AA 3056+)||Mechanized Wheeled Platoon (FWLM) (Rifle AA 3056+)|Inner Sphere|Infantry|Wheeled|24.0|3056|-|3056+|-|-|false|Ambusher|110|4085470|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|AA Weapon (Mk. 2, Man-Portable),Free Worlds League Infantry Kit (3035+)|D/X-X-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on re-introduction date of AA weapon|data/mekfiles/infantry/FWLM/Mechanized Wheeled Platoon (FWLM) (Rifle AA 3056+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Tracked AC10 3035+)||Field Gun Platoon (FWLM) (Tracked AC10 3035+)|Inner Sphere|Infantry|Tracked|54.0|3030|3030-3034|3035+|-|-|false|Ambusher|292|2166781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Autocannon/10,Free Worlds League Infantry Kit (3035+)|C/X-E-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Tracked AC10 3035+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Tracked UAC20 3060+)||Field Gun Platoon (FWLM) (Tracked UAC20 3060+)|Inner Sphere|Infantry|Tracked|44.0|3060|3060|3061+|-|-|false|Ambusher|318|2246781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISUltraAC20,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on production date of ultra-class autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Tracked UAC20 3060+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Tracked LBX2 3060+)||Field Gun Platoon (FWLM) (Tracked LBX2 3060+)|Inner Sphere|Infantry|Tracked|56.0|3060|-|3060+|-|-|false|Sniper|235|2366781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,ISLBXAC2,Free Worlds League Infantry Kit (3035+)|E/X-X-E-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on common production date of LBX autocannon|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Tracked LBX2 3060+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Motorized AC10 3035+)||Field Gun Platoon (FWLM) (Motorized AC10 3035+)|Inner Sphere|Infantry|Motorized Infantry|31.5|3030|3030-3034|3035+|-|-|false|Ambusher|292|1283390|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Autocannon/10,Free Worlds League Infantry Kit (3035+)|C/X-E-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Motorized AC10 3035+).blk|2026-06-13
-1|Field Gun Platoon (FWLM)|(Tracked AC2 3035+)||Field Gun Platoon (FWLM) (Tracked AC2 3035+)|Inner Sphere|Infantry|Tracked|56.0|3030|3030-3034|3035+|-|-|false|Sniper|222|2066781|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS No Armor,|InfantryAssaultRifle,Autocannon/2,Free Worlds League Infantry Kit (3035+)|C/X-E-D-D|||--|--|--|--|--|--|--|--|2026-03-18 15:07:44|no|yes|no|no|Intro date based on prototype release of FWL advanced infantry kit|data/mekfiles/infantry/FWLM/Field Gun Platoon (FWLM) (Tracked AC2 3035+).blk|2026-06-13
