className,javaPackage,category,name,internalName,sortingName,heat,damage,rackSize,minimumRange,shortRange,mediumRange,longRange,extremeRange,waterShortRange,waterMediumRange,waterLongRange,waterExtremeRange,tonnage,criticalSlots,bv,cost,shortAV,medAV,longAV,extAV,maxRange,explosionDamage,rulesRefs,techBase,techRating,isIntroYear,clanIntroYear
InfantryRifleMakeshiftWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Makeshift),,,,,,,,,,,,,,,.006,,0.09,20,,,,,,,"273, TM",IS,B,1950,
InfantryRifleStrikerCarbineRifleWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Striker Carbine),,,,1,,,,,,,,,,,.003,,.29,875,,,,,,,"HBHL, 147",IS,D,3055,
InfantryRifleTKAssaultWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (TK Assault),,,,,,,,,,,,,,,.0055,,1.34,150,,,,,,,"273, TM",IS,C,2865,
InfantryRifleVintageWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Vintage Assault),,,,,,,,,,,,,,,0.0045,,0.0,2000,,,,,,,"195, AToW-C",ALL,C,1950,1950
InfantryRifleZeusHeavyWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Zeus Heavy),,,,,,,,,,,,,,,.008,,0.67,200,,,,,,,"273, TM",ALL,C,2740,2740
InfantrySupportRocketLauncherLAWWeapon,megamek.common.weapons.infantry.support,infantry,Rocket Launcher (LAW),,,,,,,,,,,,,,,.004,,2.71,350,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportRocketLauncherVLAWWeapon,megamek.common.weapons.infantry.support,infantry,Rocket Launcher (V-LAW),,,,,,,,,,,,,,,.0022,,1.47,75,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySMGAWAStarlingMk7,megamek.common.weapons.infantry.smg,infantry,SMG (AWA Starling Mk7),,,,,,,,,,,,,,,0.0029,,.33,300,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGAWAStarlingMk7LB,megamek.common.weapons.infantry.smg,infantry,SMG (AWA Starling Mk7-LB),,,,,,,,,,,,,,,0.0031,,.33,400,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGAWAStarlingMk7SF,megamek.common.weapons.infantry.smg,infantry,SMG (AWA Starling Mk7-SF),,,,,,,,,,,,,,,0.0034,,.33,600,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGBlackfieldScorpionMk65,megamek.common.weapons.infantry.smg,infantry,SMG (Blackfield Scorpion Mk 65),,,,,,,,,,,,,,,0.0014,,.202,420,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGBoudicca4,megamek.common.weapons.infantry.smg,infantry,SMG (Boudicca-4),,,,,,,,,,,,,,,0.0025,,.27,300,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGBoudicca5,megamek.common.weapons.infantry.smg,infantry,SMG (Boudicca-5),,,,,,,,,,,,,,,0.0023,,.9,500,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGBoudicca7,megamek.common.weapons.infantry.smg,infantry,SMG (Boudicca-7),,,,,,,,,,,,,,,0.0021,,1.375,700,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGDSKLargoSGA,megamek.common.weapons.infantry.smg,infantry,SMG (DSK Largo SGA),,,,,,,,,,,,,,,0.0037,,.44,600,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGDSKLargoSGB,megamek.common.weapons.infantry.smg,infantry,SMG (DSK Largo SGB),,,,,,,,,,,,,,,0.0035,,.44,700,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGGuntherMP20Weapon,megamek.common.weapons.infantry.smg,infantry,SMG (Gunther MP-20),,,,,,,,,,,,,,,.0025,,0.30,125,,,,,,,"273, TM",IS,C,3005,
InfantrySMGHouwei,megamek.common.weapons.infantry.smg,infantry,SMG (Houwei),,,,,,,,,,,,,,,0.0035,,.36,250,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGHunkleV,megamek.common.weapons.infantry.smg,infantry,SMG (Hunkle V),,,,,,,,,,,,,,,0.0027,,1.1,600,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGImperator2894A1Weapon,megamek.common.weapons.infantry.smg,infantry,SMG (Imperator 2894A1),,,,,,,,,,,,,,,.004,,0.20,100,,,,,,,"273, TM",IS,C,2838,
InfantrySMGJ15Hagel,megamek.common.weapons.infantry.smg,infantry,SMG (J-15 Hagel),,,,,,,,,,,,,,,0.0027,,.33,400,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGJ17Hagel,megamek.common.weapons.infantry.smg,infantry,SMG (J-17 Hagel),,,,,,,,,,,,,,,0.0023,,.55,700,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGJinseYanjingsheAPRounds,megamek.common.weapons.infantry.smg,infantry,SMG (Jinse Yanjingshe (AP Rounds)),,,,,,,,,,,,,,,0.0031,,1.26,675,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGJinseYanjingsheStandard,megamek.common.weapons.infantry.smg,infantry,SMG (Jinse Yanjingshe (Standard)),,,,,,,,,,,,,,,0.0031,,1.125,675,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGKA23Weapon,megamek.common.weapons.infantry.smg,infantry,SMG (KA-23 Submachine Gun),,,,,,,,,,,,,,,.0025,,0.20,350,,,,,,,"273, TM",IS,D,2890,
InfantrySMGNambuTypeS124,megamek.common.weapons.infantry.smg,infantry,SMG (Nambu Type S-124),,,,,,,,,,,,,,,0.0039,,.202,450,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGRFWBedivere,megamek.common.weapons.infantry.smg,infantry,SMG (RFW Bedivere),,,,,,,,,,,,,,,0.0012,,.202,560,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGRorynexRM3XXIWeapon,megamek.common.weapons.infantry.smg,infantry,SMG (Rorynex RM-3/XXI),,,,,,,,,,,,,,,.003,,0.18,80,,,,,,,"273, TM",ALL,D,2655,2655
InfantrySMGRuganWeapon,megamek.common.weapons.infantry.smg,infantry,SMG (Rugan),,,,,,,,,,,,,,,.0035,,0.18,100,,,,,,,"273, TM",ALL,C,2718,2718
InfantrySMGSpartacus,megamek.common.weapons.infantry.smg,infantry,SMG (Spartacus),,,,,,,,,,,,,,,0.0028,,.44,750,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGSturmHornetMkIII,megamek.common.weapons.infantry.smg,infantry,SMG (Sturm Hornet Mk III),,,,,,,,,,,,,,,0.0034,,.27,750,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGSupekuta,megamek.common.weapons.infantry.smg,infantry,SMG (Supekuta),,,,,,,,,,,,,,,0.0025,,.33,200,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGTiberius,megamek.common.weapons.infantry.smg,infantry,SMG (Tiberius),,,,,,,,,,,,,,,0.003,,1.1,600,,,,,,,Shrapnel #5,IS,D,,
InfantrySMGWC2,megamek.common.weapons.infantry.smg,infantry,SMG (WC-2),,,,,,,,,,,,,,,0.0023,,.202,700,,,,,,,Shrapnel #5,IS,C,,
InfantrySMGWC6,megamek.common.weapons.infantry.smg,infantry,SMG (WC-6),,,,,,,,,,,,,,,0.0022,,.27,800,,,,,,,Shrapnel #5,CLAN,C,,
InfantrySMGWolfBarronA7,megamek.common.weapons.infantry.smg,infantry,SMG (Wolf-Barron A7),,,,,,,,,,,,,,,0.0029,,.2475,450,,,,,,,Shrapnel #5,IS,C,,
InfantrySupportSRMHeavyWeapon,megamek.common.weapons.infantry.support.srm,infantry,SRM Launcher (Heavy),InfantryHeavySRM,SRM Launcher D,,,,,,,,,,,,,.020,,2.91,3000,,,,,,,"273, TM",ALL,C,2366,2366
InfantrySupportSRMHeavyInfernoWeapon,megamek.common.weapons.infantry.support.srm,infantry,SRM Launcher (Heavy) w/ Inferno,InfantryHeavySRMInferno,SRM Launcher DI,,,,,,,,,,,,,0.020,,1.74,3000,,,,,,,"273, TM",ALL,C,2366,2366
InfantrySupportSRMLightWeapon,megamek.common.weapons.infantry.support.srm,infantry,SRM Launcher (Light),InfantrySRMLight,SRM Launcher B,,,,,,,,,,,,,.010,,2.91,1500,,,,,,,"273, TM",ALL,C,2365,2365
InfantrySupportSRMLightInfernoWeapon,megamek.common.weapons.infantry.support.srm,infantry,SRM Launcher (Light) - Inferno,InfantrySRMLightInferno,SRM Launcher BI,,,,,,,,,,,,,.010,,1.74,1500,,,,,,,"273, TM",ALL,C,2365,2365
InfantrySupportSRMStandardWeapon,megamek.common.weapons.infantry.support.srm,infantry,"SRM Launcher (Std, Two-Shot)",InfantryStandardSRM,SRM Launcher C,,,,,,,,,,,,,.030,,5.83,1500,,,,,,,"273, TM",ALL,C,2365,2365
InfantrySupportSRMStandardInfernoWeapon,megamek.common.weapons.infantry.support.srm,infantry,"SRM Launcher (Std, Two-Shot) - Inferno",InfantryStandardSRMInferno,SRM Launcher CI,,,,,,,,,,,,,.030,,3.48,1500,,,,,,,"273, TM",ALL,C,2365,2365
InfantryShotgunAMIKeymaster15,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (AMI Keymaster-15),,,,,,,,,,,,,,,0.0012,,.084,250,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunAWAAS105,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (AWA AS-105),,,,,,,,,,,,,,,0.0029,,.36,350,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunAWASS112,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (AWA SS-112),,,,,,,,,,,,,,,0.0028,,.252,300,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunAvengerCCWWeapon,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Avenger CCW),,,,,,,,,,,,,,,.0055,,0.30,345,,,,,,,"273, TM",CLAN,C,,3019
InfantryShotgunByron15S,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Byron 15S),,,,,,,,,,,,,,,0.0035,,.675,600,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunCWIJianhuren,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (CWI Jianhuren),,,,,,,,,,,,,,,0.0027,,.054,225,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunCombatWeapon,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Combat),,,,,,,,,,,,,,,.0045,,0.25,175,,,,,,,"273, TM",ALL,C,1950,1950
InfantryShotgunDPS305,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (DPS-305),,,,,,,,,,,,,,,0.0035,,.27,350,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIC,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar I (C)),,,,,,,,,,,,,,,0.0028,,.202,250,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIM,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar I (M)),,,,,,,,,,,,,,,0.0029,,.248,200,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIIC,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar II (C)),,,,,,,,,,,,,,,0.0028,,.202,250,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIIM,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar II (M)),,,,,,,,,,,,,,,0.0029,,.248,200,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIIIC,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar III (C)),,,,,,,,,,,,,,,0.0026,,.36,350,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIIIM,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar III (M)),,,,,,,,,,,,,,,0.0027,,.44,400,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIVC,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar IV (C)),,,,,,,,,,,,,,,0.0026,,.36,350,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarIVM,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar IV (M)),,,,,,,,,,,,,,,0.0027,,.44,400,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarVC,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar V (C)),,,,,,,,,,,,,,,0.0024,,.44,450,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDaystarVM,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Daystar V (M)),,,,,,,,,,,,,,,0.0025,,.55,600,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDokuhebi,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Dokuhebi),,,,,,,,,,,,,,,0.0024,,.225,420,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunDoubleBarrelWeapon,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Double-Barrel),,,,,,,,,,,,,,,.004,,0.03,30,,,,,,,"273, TM",ALL,B,1950,1950
InfantryShotgunSawedOffDoubleBarrelWeapon,megamek.common.weapons.infantry.shotgun,infantry,"Shotgun (Double-Barrel, Sawed Off)",,,,,,,,,,,,,,,.003,,0.03,30,,,,,,,"273, TM",ALL,B,1950,1950
InfantryShotgunDuckettA5,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Duckett A-5),,,,,,,,,,,,,,,0.0029,,.288,400,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunHastariIII,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Hastari III),,,,,,,,,,,,,,,0.0035,,.27,800,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunMarburg20,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Marburg-20),,,,,,,,,,,,,,,0.0043,,.36,500,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunMarburg20M,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Marburg-20M),,,,,,,,,,,,,,,0.0039,,.36,600,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunMorriganStormsweeper,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Morrigan Stormsweeper),,,,,,,,,,,,,,,0.004,,1.125,800,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunPumpActionWeapon,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Pump-Action),,,,,,,,,,,,,,,.004,,0.07,40,,,,,,,"273, TM",ALL,B,1950,1950
InfantryShotgunSawedOffPumpActionWeapon,megamek.common.weapons.infantry.shotgun,infantry,"Shotgun (Pump-Action, Sawed Off)",,,,,,,,,,,,,,,.003,,0.07,40,,,,,,,"273, TM",ALL,B,1950,1950
InfantryShotgunRisen15,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Risen-15),,,,,,,,,,,,,,,0.0039,,.216,250,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunSDType31,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (SD Type-31),,,,,,,,,,,,,,,0.003,,.45,450,,,,,,,Shrapnel #7,IS,D,,
InfantryShotgunSGM3,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (SGM-3),,,,,,,,,,,,,,,0.0029,,.248,1000,,,,,,,Shrapnel #7,IS,C,,
InfantryShotgunSGS9,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (SGS-9),,,,,,,,,,,,,,,0.0027,,.36,1200,,,,,,,Shrapnel #7,CLAN,C,,
InfantryShotgunSGS9E,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (SGS-9E),,,,,,,,,,,,,,,0.0045,,1.375,1500,,,,,,,Shrapnel #7,CLAN,C,,
InfantryShotgunWakazashiWeapon,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Wakazashi O-12),,,,,,,,,,,,,,,.0052,,0.35,180,,,,,,,"176,HBHK",ALL,D,,
InfantryShotgunWranglemanTriBarrel,megamek.common.weapons.infantry.shotgun,infantry,Shotgun (Wrangleman Tri-Barrel),,,,,,,,,,,,,,,0.003,,.243,750,,,,,,,Shrapnel #7,IS,C,,
InfantrySniperRifleBartonAMRAntiArmor,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Barton AMR (Anti-Armor)),,,,,,,,,,,,,,,0.014,,1.176,700,,,,,,,Shrapnel #1,IS,D,,
InfantrySniperRifleBartonAMRStandard,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Barton AMR (Standard)),,,,,,,,,,,,,,,0.014,,.98,700,,,,,,,Shrapnel #1,IS,D,,
InfantrySniperRifleSniperWeapon,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Bolt Action),,,,,,,,,,,,,,,.010,,0.92,350,,,,,,,"273, TM",ALL,B,1950,1950
InfantrySniperRifleFNFJ12DarkCaste,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (FNF-J12 (Dark Caste)),,,,,,,,,,,,,,,0.006,,.336,3500,,,,,,,Shrapnel #1,CLAN,E,,
InfantrySniperRifleFNFJ12SLDF,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (FNF-J12 (SLDF)),,,,,,,,,,,,,,,0.006,,.336,3500,,,,,,,Shrapnel #1,IS,E,,
InfantrySniperRifleHammelMarksman,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Hammel Marksman),,,,,,,,,,,,,,,0.005,,.28,500,,,,,,,Shrapnel #1,IS,C,,
InfantrySniperRifleLRS53SniperRifle,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (LRS-53 Sniper Rifle),,,,,,,,,,,,,,,0.006,,.252,1000,,,,,,,Shrapnel #1,IS,C,,
InfantrySniperRifleLancelotMkV,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Lancelot Mk V),,,,,,,,,,,,,,,0.006,,.28,400,,,,,,,Shrapnel #1,IS,C,,
InfantrySniperRifleMinolta9000Weapon,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Minolta 9000 Advanced Sniper System),,,,,,,,,,,,,,,.006,,1.79,1000,,,,,,,"273, TM",IS,D,3052,
InfantrySniperRiflePraetorianS3,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Praetorian S-3),,,,,,,,,,,,,,,0.008,,.875,400,,,,,,,Shrapnel #1,IS,C,,
InfantrySniperRiflePraetorianS5,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Praetorian S-5),,,,,,,,,,,,,,,0.007,,1.05,600,,,,,,,Shrapnel #1,IS,C,,
InfantrySniperRifleRadiumLaserWeapon,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Radium Sniper),,,,,,,,,,,,,,,.012,,2.58,9500,,,,,,,"273, TM",IS,E,2582,
InfantrySniperRifleSR17SunsKiller,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (SR-17 Suns Killer),,,,,,,,,,,,,,,0.006,,.35,600,,,,,,,Shrapnel #1,IS,C,,
InfantrySniperRifleSairentosutomu,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Sairentosutomu),,,,,,,,,,,,,,,0.007,,.224,900,,,,,,,Shrapnel #1,IS,D,,
InfantrySniperStalkerWeapon,megamek.common.weapons.infantry,infantry,Sniper Rifle (Stalker Sniper Rifle),,,,1,,,,,,,,,,,.009,,.25,5000,,,,,,,"HBHL, 147",IS,C,3055,
InfantrySniperRifleThorsHammer,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Thors Hammer),,,,,,,,,,,,,,,0.007,,0.28,750,,,,,,,Shrapnel #1,IS,D,,
InfantrySniperRifleWilimtonRS14,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Wilimton RS-14),,,,,,,,,,,,,,,0.007,,0.35,1500,,,,,,,Shrapnel #1,IS,E,,
InfantrySniperRifleWilimtonRS17Stripped,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Wilimton RS-17 (Stripped)),,,,,,,,,,,,,,,0.009,,1.05,2000,,,,,,,Shrapnel #1,IS,E,,
InfantrySniperRifleYuanLing,megamek.common.weapons.infantry.sniperRifle,infantry,Sniper Rifle (Yuan Ling),,,,,,,,,,,,,,,0.006,,0.28,1000,,,,,,,Shrapnel #1,IS,D,,
InfantryPistolSonicStunnerWeapon,megamek.common.weapons.infantry.pistol,infantry,Sonic Stunner,,,,,,,,,,,,,,,.0006,,0.06,100,,,,,,,"273, TM",ALL,D,2365,2365
InfantryArchaicNunchakuWeapon,megamek.common.weapons.infantry.archaic,infantry,Staff (Nunchaku/Pole Arm),,,,,,,,,,,,,,,.00015,,0.02,10,,,,,,,"272, TM",ALL,A,1950,1950
InfantryArchaicPolearmWeapon,megamek.common.weapons.infantry.archaic,infantry,Staff (Pole Arm) (Unofficial),,,,,,,,,,,,,,,.006,,0.04,50,,,,,,,"272, TM",ALL,A,1950,1950
InfantryArchaicShockStaffWeapon,megamek.common.weapons.infantry.archaic,infantry,Staff (Shock Staff),,,,,,,,,,,,,,,0.003,,0.0,1500,,,,,,,"195, AToW-C",IS,E,3074,
InfantryArchaicDoubleStunStaffWeapon,megamek.common.weapons.infantry.archaic,infantry,"Staff (Stun Staff, Double-End)",,,,,,,,,,,,,,,.003,,0.06,500,,,,,,,"272, TM",ALL,C,2100,2100
InfantryArchaicSingleStunStaffWeapon,megamek.common.weapons.infantry.archaic,infantry,"Staff (Stun Staff, Single-End)",,,,,,,,,,,,,,,.0003,,0.06,300,,,,,,,"272, TM",ALL,C,2100,2100
InfantryArchaicStaffWeapon,megamek.common.weapons.infantry.archaic,infantry,Staff (Unofficial),,,,,,,,,,,,,,,.0025,,0.04,5,,,,,,,"272, TM",ALL,A,1950,1950
InfantryArchaicStunstickWeapon,megamek.common.weapons.infantry.archaic,infantry,Stunstick,,,,,,,,,,,,,,,.0002,,0.06,200,,,,,,,"272, TM",ALL,C,2100,2100
InfantryArchaicMiniStunstickWeapon,megamek.common.weapons.infantry.archaic,infantry,Stunstick (Mini),,,,,,,,,,,,,,,.00015,,0.05,50,,,,,,,"272, TM",ALL,C,2100,2100
InfantrySMGWeapon,megamek.common.weapons.infantry.smg,infantry,Submachine Gun,,,,,,,,,,,,,,,.003,,0.23,80,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportLaserWeapon,megamek.common.weapons.infantry.support.laser,infantry,Support Laser,,,,1,,0,3,6,9,12,,,,,.072,,6.02,10000,,,,,,,"273, TM",ALL,D,2377,2377
InfantrySupportClanERHeavyLaserWeapon,megamek.common.weapons.infantry.support.clan,infantry,"Support Laser (ER Heavy, Clan)",,,,,,,,,,,,,,,.240,,18.52,80000,,,,,,,"273, TM",CLAN,F,,2825
InfantrySupportERHeavyLaserWeapon,megamek.common.weapons.infantry.support.laser,infantry,"Support Laser (ER Heavy, IS)",,,,1,,0,6,12,18,24,,,,,.250,,13.88,80000,,,,,,,"273, TM",IS,E,3054,
InfantrySupportClanERLaserWeapon,megamek.common.weapons.infantry.support.clan,infantry,"Support Laser (ER, Clan)",,,,,,,,,,,,,,,.100,,10.27,11250,,,,,,,"273, TM",CLAN,F,,2824
InfantrySupportERLaserWeapon,megamek.common.weapons.infantry.support.laser,infantry,"Support Laser (ER, IS)",,,,,,,,,,,,,,,.110,,8.21,11250,,,,,,,"273, TM",IS,E,3054,
InfantrySupportClanSemiPortableERLaserWeapon,megamek.common.weapons.infantry.support.clan,infantry,"Support Laser (ER, Semi-Portable)",,,,,,,,,,,,,,,.025,,5.02,10000,,,,,,,"273, TM",CLAN,F,,3056
InfantrySupportHeavyLaserWeapon,megamek.common.weapons.infantry.support.heavy,infantry,Support Laser (Heavy),,,,,,,,,,,,,,,.300,,17.35,40000,,,,,,,"273, TM",ALL,D,2400,2400
InfantrySupportClanSemiPortableHeavyLaserWeapon,megamek.common.weapons.infantry.support.clan,infantry,"Support Laser (Heavy, Semi-Portable)",,,,,,,,,,,,,,,0.025,,7.53,20000,,,,,,,"273, TM",CLAN,F,,3055
InfantrySupportSemiPortableLaserWeapon,megamek.common.weapons.infantry.support.laser,infantry,Support Laser (Semi-Portable),,,,,,,,,,,,,,,.040,,4.37,5000,,,,,,,"273, TM",ALL,D,2395,2395
InfantrySupportLaserUltraHeavyWeapon,megamek.common.weapons.infantry.support.laser,infantry,Support Laser (Ultra-Heavy),,,,,,,,,,,,,,,.250,,20.31,100000,,,,,,,"273, TM",CLAN,F,,3055
InfantrySupportSnubNoseSupportPPCWeapon,megamek.common.weapons.infantry.support,infantry,Support PPC (Snub-Nose),,,,,,,,,,,,,,,1.6,,0.0,60000,,,,,,,"176, AToW-C",IS,E,3075,
InfantrySupportPulseLaserWeapon,megamek.common.weapons.infantry.support.laser,infantry,Support Pulse Laser,,,,,,,,,,,,,,,.150,,5.81,16000,,,,,,,"273, TM",ALL,E,2605,2605
InfantrySupportHeavyPulseLaserWeapon,megamek.common.weapons.infantry.support.heavy,infantry,Support Pulse Laser (Heavy),,,,,,,,,,,,,,,.300,,9.58,60000,,,,,,,"273, TM",ALL,E,2610,2610
InfantrySupportClanSemiPortablePulseLaserWeapon,megamek.common.weapons.infantry.support.clan,infantry,Support Pulse Laser (Semi-Portable),,,,,,,,,,,,,,,.040,,2.81,12500,,,,,,,"273, TM",CLAN,F,,3056
InfantrySupportTAGWeapon,megamek.common.weapons.infantry.support,infantry,"TAG (Light, Man-Portable)",,,,0,,,3,6,9,12,,,,,.020,,,40000,,,,,,,"273, TM",ALL,E,2598,2598
InfantryTWFlamerWeapon,megamek.common.weapons.infantry,infantry,Total Warfare Flamer,,,,,,,,,,,,,,,.015,,0.36,100,,,,,,,,ALL,C,2100,2100
InfantryPistolTranqGunWeapon,megamek.common.weapons.infantry.pistol,infantry,Tranq Gun,,,,,,,,,,,,,,,.0015,,0.13,30,,,,,,,"273, TM",ALL,A,1950,1950
InfantryRifleVSPLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Variable-Pulse Laser Rifle,,,,,,,,,,,,,,,0.006,,0.0,4500,,,,,,,"195, AToW-C",IS,E,3075,
InfantrySupportVintageGatlingGunWeapon,megamek.common.weapons.infantry.support,infantry,Vintage Gatling Gun,,,,,,,,,,,,,,,0.296,,0.0,450000,,,,,,,"195, AToW-C",ALL,B,1950,1950
InfantrySupportVintageMiniGunWeapon,megamek.common.weapons.infantry.support,infantry,Vintage MiniGun,,,,,,,,,,,,,,,.021,,0.0,50000,,,,,,,"195, AToW-C",ALL,C,1950,1950
InfantryArchaicWhipWeapon,megamek.common.weapons.infantry.archaic,infantry,Whip,,,,,,,,,,,,,,,.00035,,0.05,18,,,,,,,"195, AToW-C",ALL,A,1950,1950
InfantryArchaicMedusaWhipWeapon,megamek.common.weapons.infantry.archaic,infantry,Whip (Medusa),,,,,,,,,,,,,,,.00045,,0.15,2200,,,,,,,"272, TM",CLAN,E,,2820
InfantryArchaicMonowireWeapon,megamek.common.weapons.infantry.archaic,infantry,Whip (Monowire),,,,,,,,,,,,,,,.00025,,0.32,200,,,,,,,"272, TM",ALL,E,2100,2100
InfantryArchaicNeuralLashWeapon,megamek.common.weapons.infantry.archaic,infantry,Whip (Neural Lash),,,,,,,,,,,,,,,.0001,,0.08,750,,,,,,,"272, TM",ALL,D,2300,2300
InfantryArchaicNeuralWhipWeapon,megamek.common.weapons.infantry.archaic,infantry,Whip (Neural Whip),,,,,,,,,,,,,,,.0003,,0.08,500,,,,,,,"272, TM",ALL,D,2315,2315
InfantrySupportWireGuidedMissileWeapon,megamek.common.weapons.infantry.support,infantry,Wire-Guided Missile Launcher,,,,,,,,,,,,,,,0.095,,0.00,800000,,,,,,,"195, AToW-C",ALL,C,,
